,company,title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers,employees
6068,eventix,Review,Christianne W.,Junior project consultant,,,NO,Capterra,2018-12-30,4,4.0,3.0,3.0,4.0,5.0,,The site was easy to use for paying for a ticket.,The design of the site could be better.,Was good,,
6069,eventix,Good,Johanna Iris M.,pedagogisch medewerker,,1-2 years,NO,Capterra,2018-09-13,5,5.0,5.0,3.0,4.0,7.0,,It is very clearIt is easy to useIt looks professional,I would prefer it if it was also in Dutch,,,
6070,eventix,Simple and easy to use,Marcel M.,Staff Logistics,,,NO,Capterra,2019-01-25,5,5.0,5.0,3.0,5.0,9.0,,Simple en easy to use. No complex form.,Nothing to complain about anything. Very clear,Easy to use,,
6071,eventix,oktober fest tickets,Verified Reviewer,Staff Logistics,,,NO,Capterra,2018-09-16,4,4.0,4.0,3.0,5.0,8.0,,"fast, easy and pretty straight forward",contrast in graphics and links is too low (blue on blue).,OK,,
6072,eventix,Nice,jeroen m.,Accountm,,,NO,Capterra,2019-02-24,5,5.0,5.0,1.0,5.0,10.0,,"Easy, clear and quick to use. And it seems safe",I dont know. I cannot think of any disadvantage,,,
6073,eventix,Great service,Miranda v.,Student,,,NO,Capterra,2018-09-20,5,5.0,5.0,5.0,5.0,9.0,,Fast and easy to use. This software is great.,"Nothing, like i already said. This software is great.",,,
6074,eventix,Positive experience,Christel v.,Secretary,,,NO,Capterra,2018-11-17,4,5.0,4.0,5.0,5.0,9.0,,The payment was quick and easy to use.,"Nothing. It is a really simpel, easy and handt software.",,,
6075,eventix,Review Eventix,Tijmen J.,Student Tax Law,,,NO,Capterra,2019-01-03,5,5.0,5.0,5.0,3.0,8.0,,Nice Lay-Out with easy handling. Thanks for this!,There are no cons in my opinion. Keep going.,,,
6076,eventix,Very easy,Sanne A.,PhD student,,,NO,Capterra,2018-08-23,5,5.0,5.0,5.0,5.0,10.0,,It's a very good system. Everything went fluently,There are no negative remarks about this software,,,
6077,eventix,Easy in use,Susanne O.,Projectspecialist,,,NO,Capterra,2019-02-14,4,4.0,4.0,5.0,5.0,7.0,,The software is really easy in use and quick,Nothing. Used it to buy tickets and that was good,,,
6078,eventix,Satisfied,Fouzia S.,Student,,,NO,Capterra,2019-04-25,5,5.0,5.0,5.0,4.0,8.0,,The clearity of the features. Everything was clear.,The extra charges for different patiÌÇnt.,,,
6079,eventix,Festival,Lisa W.,Rontgen,,,NO,Capterra,2019-03-22,4,5.0,5.0,4.0,4.0,4.0,,Works Nice and a cool interface. Good website,I do not have anything that i don't like sorry,,,
6080,eventix,Review Eventix,Daan S.,Student,,,NO,Capterra,2019-02-07,4,4.0,3.0,4.0,3.0,8.0,,The software is easy to use and it has quick access.,"I dont know, Maybe the internet display",,,
6081,eventix,Good,Simon G.,Consultant,,,NO,Capterra,2019-03-20,4,4.0,4.0,4.0,4.0,9.0,,The application was quite fast and also easy,I have not any bad experiences with this app,Good,,
6082,eventix,"easy, quick",Gitta B.,CEO,,,NO,Capterra,2019-03-20,4,4.0,4.0,4.0,4.0,8.0,,Easy because not much info required to buy tickets.,Hmmm... don't know really. Can't tell...,,,
6083,eventix,Goed,Lavina M.,Product support,,,NO,Capterra,2019-05-21,5,5.0,5.0,5.0,5.0,10.0,,"All was good, no issues at all. It was quick.","Nothing, everything went well. No issues",All good,,
6084,eventix,"Fast, simple",Fons V.,Text writer,,,NO,Capterra,2019-04-25,5,5.0,5.0,5.0,5.0,10.0,,It is very fast and easy. No problems whatsoever,None - there are no problems I can think of,,,
6085,eventix,Very good,Luuk W.,Account manager,,,NO,Capterra,2019-04-21,5,5.0,5.0,5.0,5.0,10.0,,"It's very easy to use, it's fast and it's handy",Truely i have really nothing to say for that,,,
6086,eventix,Eventix Review,Verified Reviewer,Account manager,,,NO,Capterra,2019-04-25,5,5.0,4.0,5.0,4.0,8.0,,"It's easy to use, fresh colour, clear design",The extra fee's for different payment methods.,,,
6087,eventix,Very easy!!,Anass B.,Ceo,,,NO,Capterra,2018-08-14,5,5.0,5.0,5.0,5.0,10.0,,"Easy usability and overall good site, not to busy!",They may display the information otherwise.,,,
6088,eventix,Good,Rolf H.,Werkvoorbereider,,,NO,Capterra,2019-01-25,4,4.0,4.0,5.0,3.0,9.0,,Quick and very easy to use. no problems at all,"no problems at all, maybe a little bit nicer",,,
6089,eventix,Easy,Ilkay O.,Hostess,,,NO,Capterra,2019-01-17,5,5.0,5.0,5.0,3.0,8.0,,Easy and quick and really clear instructions,I am not sure why I have to fill in mij gender,,,
6090,eventix,Quick and easy,Roos B.,Communications,,,NO,Capterra,2019-02-21,5,5.0,5.0,5.0,5.0,10.0,,It was really fast and easy for the user,There was nothing i didnt like about the software,,,
6091,eventix,Swift app,Verified Reviewer,Communications,,,NO,Capterra,2018-09-23,4,4.0,4.0,4.0,4.0,7.0,,Easy peasy! Easy to use. Great app. No problem.,Nothing. It did what it needed to do. Cool!,,,
6092,eventix,Easy use,Verified Reviewer,Communications,,,NO,Capterra,2018-09-22,5,5.0,5.0,4.0,4.0,5.0,,It's costumer friendly. I only used it for payment,"Nothing, everything was fine no comments",,,
6093,eventix,Easy to use. Clear. Good payment options,Marcel B.,MQ Specialist,,Less than 6 months,NO,Capterra,2018-06-28,5,5.0,5.0,4.0,4.0,5.0,,I liked the ease of use. I used the software as a user via the mobile platform. Every step was clear. Payment was clear. Received tickets via mail.,I don't have any cons. It just worked. I hope the tickets will be available for a long time when I have to request them again when needed.,,,
6094,eventix,Great ticketing service,Denise B.,Senior Communications Planner,,1-2 years,NO,Capterra,2019-07-24,5,5.0,5.0,4.0,4.0,9.0,,"Easy to use, quick service and very clear",I did not experience any cons with this service,,,
6095,eventix,Easy acces,Kim C.,Pharma,,,NO,Capterra,2019-06-01,5,5.0,5.0,5.0,5.0,9.0,,Easy to use and acces friendly! Does do enough.,Language/ available in dutch or french?,,,
6096,eventix,Best ever,Jalu W.,Screnner,,,NO,Capterra,2019-05-27,5,5.0,5.0,5.0,5.0,10.0,,Everything is great i like it very much,Nothing is bad. Everything works lile it should,,,
6097,eventix,Good,Axel V.,-,,,NO,Capterra,2019-01-23,5,5.0,5.0,5.0,4.0,5.0,,"Easy, quick, clear and no additional costs","There was nothing I didn't like, very smooth",-,,
6098,eventix,Good and easy,Denise B.,HR employee,,,NO,Capterra,2019-04-04,5,5.0,5.0,4.0,3.0,9.0,,The functionallity is really easy in using,The option to choose the bank is unclear,Super!,,
6099,eventix,Festival tickets,Eva V.,CliÌÇnt,,,NO,Capterra,2019-03-06,4,4.0,4.0,4.0,3.0,8.0,,Easy to use and buy my festival tickets,I liked the software very much so no comment,,,
6100,eventix,Nye,Lotte M.,Student,,,NO,Capterra,2018-12-22,5,5.0,5.0,4.0,5.0,10.0,,"Very easy to order and pay, nothing extra",No comments. I think it's a very good concept,,,
6101,eventix,Its good,tous s.,Traiteur,,,NO,Capterra,2018-11-23,5,5.0,5.0,5.0,5.0,10.0,,"Its fast, works correctly and it loooks nice",Its good overall works properly on android,,,
6102,eventix,Ticket order,Shannon L.,Dedicated Support Handler,,,NO,Capterra,2019-02-06,4,5.0,4.0,4.0,4.0,9.0,,Fast and easy to use. Smooth order proces,"Nothing, all seems to work fine and correct.",,,
6103,eventix,fast en clear!,Verified Reviewer,Dedicated Support Handler,,,NO,Capterra,2019-02-10,5,5.0,5.0,5.0,5.0,10.0,,"Everything easy and smooth, works great!","i have nothing to say, everything is allright",,,
6104,eventix,hi,Jolie M.,Student,,,NO,Capterra,2018-10-02,5,5.0,5.0,5.0,4.0,5.0,,If was very easy to use and not complicated.,There really wasn't anything i didn't like.,,,
6105,eventix,Userfriendly software,Verified Reviewer,Student,,,NO,Capterra,2018-10-02,4,5.0,4.0,5.0,4.0,8.0,,The software is very easy to use and quick,I cannot skip mandatory field like this one,-,,
6106,eventix,Very positive,Myrthe M.,Mbber,,,NO,Capterra,2018-10-03,5,5.0,5.0,5.0,5.0,9.0,,"Very easy to use, also with mobile phone","Nothing, everything was good. Very fast service",,,
6107,eventix,Review buying tickets,Robin P.,Student,,,NO,Capterra,2018-08-07,5,5.0,5.0,5.0,5.0,10.0,,"Easy and fast, there was no trouble at all",None. Good experience and very straightforward,,,
6108,eventix,Functionalities,Marlou V.,Lerares basisonderwijs,,,NO,Capterra,2018-11-09,5,5.0,4.0,5.0,5.0,8.0,,Very easy to use. Did not take much time,No cons..it was a quick process. Compliments,,,
6109,eventix,"Working, but that's about it.",Jip T.,Grad.,,,NO,Capterra,2018-08-20,3,4.0,3.0,5.0,5.0,5.0,,"It's easy to buy tickets. Not that many fields to fill in, so you're done in a sec.","It looks like I'm buying tickets of a site that was designed 5 years ago. It's not pretty, it's just standard. Also some text colors are the same as the background so you can't read it, only when you hoover over the text with your cursor.","It works, it's functional, but that's about it.",,
6110,eventix,Nice software,Verified Reviewer,Grad.,,,NO,Capterra,2018-08-22,5,5.0,4.0,4.0,3.0,8.0,,It's very easy to use and you can pay fast.,"Nothing, I like everything of this software",,,
6111,eventix,Very good,Verified Reviewer,Grad.,,,NO,Capterra,2018-08-08,5,5.0,5.0,4.0,3.0,8.0,,"Easy to use, clear, very well chosen lay-out",I actually cant think of anything negative,,,
6112,eventix,Order system,Ester B.,Student,,,NO,Capterra,2018-08-17,5,4.0,4.0,4.0,3.0,8.0,,"Easy to use, ordening was easy. Easy lat out",The overview of the order wasnt the best.,,,
6113,eventix,Mailed with questions and got an andere right away. Very personal and stil professional.,Martha v.,medewerker Specifieke Zaken,,,NO,Capterra,2019-01-15,5,5.0,5.0,5.0,4.0,8.0,,"Easy to handle, no remarks further.",No remarks,,,
6114,eventix,Positive,Michel R.,Senior Sales Advisor,,,NO,Capterra,2018-09-27,5,5.0,5.0,5.0,5.0,8.0,,IT was Quick and direct deliverable good,IT was Quick and direct deliverable good,,,
6115,eventix,Easy,Lisa E.,Student,,,NO,Capterra,2019-02-26,4,5.0,4.0,4.0,4.0,8.0,,The software is very easy to work with!,There is nothing to complain about yet.,,,
6116,eventix,Great ticketing app,Verified Reviewer,Student,,,NGC,Capterra,2018-11-13,5,5.0,5.0,4.0,4.0,10.0,,"I have only been on the consumer side of this app, but it's been flawless when I've used it to get tickets for an event.",The software is easy to use from the consumer side. I don't know if there are downsides on the event planner side.,,,
6117,eventix,"Smooth and easy, no problems",Nadja D.,Optician,,Less than 6 months,NO,Capterra,2018-07-29,5,5.0,5.0,4.0,4.0,10.0,,"This software looks nice and clean, there are not to many features to fill in and in a few minutes we bought our party tickets!","I am not such a difficult person, so i have not really find something `negative to say, accept that we had to pay extra for paying with bad contact...",,,
6118,eventix,Satisfactory service,Verified Reviewer,Optician,,,NO,Capterra,2018-08-05,5,5.0,5.0,4.0,4.0,5.0,,"Easy, fast and supports bank account apps.",No possibility to pay via PayPal account.,,,
6119,eventix,Easy to use,Ellen S.,Real estate,,,NO,Capterra,2018-08-29,5,5.0,4.0,4.0,3.0,5.0,,Easy to use this software for payments..,It takes long to fill in all the questions,,,
6120,eventix,easy and practical,Laurens v.,Baker,,Less than 6 months,NO,Capterra,2018-11-11,5,5.0,4.0,4.0,5.0,8.0,,"very practical in use, it does what it's supposed to do and doesn't try to add anything atop of that","nothing much, the service is practical and does what it's supposed to do","have bought tickets multiple times and never had any issues, would recommend!",,
6121,eventix,Easy to use,Verified Reviewer,Baker,,,NO,Capterra,2018-08-15,5,5.0,4.0,4.0,5.0,8.0,,"clear, easy and above all: very quick !",nothing in particular; it was easy to use,,,
6122,eventix,Great,Kevin v.,Manager,,,NO,Capterra,2019-01-25,4,4.0,4.0,4.0,4.0,9.0,,Easy. Amazing software,Nothing. I cannot think of something stupid About the software,,,
6123,eventix,Eventix Review,Jennifer S.,Teacher,,Less than 6 months,NGC,Capterra,2019-04-22,4,4.0,4.0,4.0,4.0,8.0,,I enjoy the tracking feature of this site. It is great to be able to see the number of clicks an event receives. It provides an easy way to keep track of the number of tickets sold.,There are really no cons to this software-I would definitely recommend it!,,,
6124,eventix,Eventix,Pavle J.,Customer Support Specialist,,Less than 6 months,NO,Capterra,2019-01-31,5,5.0,5.0,5.0,5.0,10.0,,Eventix is easy and fast way to purchase the ticket. Also it has low extra costs and it's great way of hosting and attending events.,No cons so far. Overall look can be improved but that is all.,"Overall, very nice experience, very user friendly and I would highly recommend it!",,
6125,eventix,Freaking awesome,Matty D.,Student,,Less than 6 months,NO,Capterra,2018-07-23,4,4.0,4.0,5.0,5.0,10.0,,Very easy to understand. Everything is very clear. And the software is fast. Everybody should use it.,Nothing that really bothers. Everything is completely clear. Very easy to use. I hope more people are gonna use this software,,,
6126,eventix,So fast and easy!,Joris R.,Artist,,Less than 6 months,NO,Capterra,2018-07-24,5,5.0,5.0,5.0,5.0,10.0,,Fast and easy to use; after selecting the right tickets I immediately was dorected to my bank and got to pay fast!,The selection of tickets could be more easy; i almost selected the wrong ones by almost buying the camping ones! Figured it out begore buying though!,,,
6127,eventix,Great,Ruud W.,Ambulant begeleider,,,NO,Capterra,2019-02-12,5,5.0,5.0,5.0,5.0,10.0,,It is easy to use. I don't have to search how it works,,Easy to use,,
6128,eventix,Nice and accessible,Verified Reviewer,Ambulant begeleider,,,NO,Capterra,2018-07-09,5,5.0,5.0,5.0,5.0,10.0,,"The application is very easy to use and enables you to share tickets, also obtaining them via e-mail.",I prefer being able to send my downloaded tickets directly to Apple Wallet. Providing this feature would be an improvement.,,,
6129,eventix,Great For Selling Tickets,Phylicia S.,Owner,,6-12 months,NGC,Capterra,2019-04-11,4,5.0,4.0,4.0,3.0,8.0,,I use this program when I have an event that I want to sell tickets too and have the easiest time during the checkout process for my customers,I like using this program - I haven't had any issues with the platform,,,
6130,eventix,Very easy and very fast,Robin v.,Student,,Less than 6 months,NO,Capterra,2018-06-25,5,5.0,5.0,5.0,5.0,10.0,,It's super easy and fast to order a ticket. It took me literally 1 minute while I even had to make a new account.,There is nothing that I do not like up until this point. I haven't used this site very often so that's why,It didn't take long so I could do it in between stuff,,
6131,eventix,SUper easy and fast to use,Sebastiaan t.,PhD student,,Less than 6 months,NO,Capterra,2018-07-02,5,5.0,5.0,5.0,5.0,8.0,,"A Clear, to the point and easy to use product. It is fast and works perfectly with banking apps for easy transactions.",Wish i could see how many tickets are still available on the ticket sale pages of the event. The layout of the site is clear but a bit boring,,,
6132,eventix,Eventix - Review,Oscar F.,Order Picker,,Less than 6 months,NO,Capterra,2018-09-07,5,5.0,5.0,3.0,4.0,8.0,,"It was great, I did not notice any flaws in the software. It worked well, fast and without any porblems. I fully recommend this",I did not perceive any problems with the software. It worked well and no issues were experienced.,I bought a ticket via eventix.,,
6133,eventix,Kubs,Kubra G.,Dentist assistent,,6-12 months,NO,Capterra,2019-06-06,5,5.0,5.0,5.0,5.0,10.0,,"Easy to use, you can pay with ideal. And also sign with facebook so you dont have to write al your information.","You can only pay with ideal, maybe its better also to add a creditcard.","Severall times used, i like it",,
6134,eventix,Fast and easy,Tiffany B.,Customer care proffesional,,Less than 6 months,NO,Capterra,2018-06-26,4,4.0,4.0,5.0,4.0,6.0,,That everything is every easy and no problems with the payment when thru very fast and there are no automatic cookies,Nothing this is my first time using this so i dont have any complaints so when i use more often is can have a cons,Hopefully free tickets,,
6135,eventix,I bought a ticket in 1 minute. Userexperience was very good.,Verified Reviewer,Customer care proffesional,,,NO,Capterra,2018-07-02,5,5.0,5.0,5.0,5.0,10.0,,"The service was superfast. Furthermore you didn't need to login to buy a ticket. Last but not least, the software was very easy to use.",I haven't experienced any negative aspects to the software. So no comments here. Just look at the pros ;),a ticket,,
6136,eventix,Events,Maryse O.,Bus driver,,Less than 6 months,NO,Capterra,2019-05-21,4,5.0,4.0,4.0,5.0,10.0,,Best site where you can bye tickets for concerts or events and its the most trustworthy site for doing your banking. Or payments for you upcoming tickets,Needs yust a little upgrade. Should been more attractive if it looks more high tech,,,
6137,eventix,Easily done,Julia D.,Sociaal pedagogisch hulpverlener,,Less than 6 months,NO,Capterra,2018-07-30,5,5.0,5.0,5.0,5.0,10.0,,It does not take much time to do what you want to do. It's easily done. The connection to the bank works great.,"I don't know what I don't like, because it's the first time I'm using it to pay for some festival tickets. It works fine by me.",,,
6138,eventix,Eventix review,Jedrzej A.,National Fleet Manager,,Less than 6 months,NO,Capterra,2018-10-25,5,5.0,5.0,3.0,3.0,5.0,,It was quick and easy to use. although its not like I had a choice in using it,Nothing wrong with it. Only downside was that it uses a pop up to log in with facebook which gets blocked sometimes.,"Just what you would expect, nothing more, nothing less.",,
6139,eventix,Very practical and quite easy,Jorg C.,Barber,,Less than 6 months,NO,Capterra,2019-06-26,4,4.0,5.0,5.0,4.0,9.0,,"I can use it for many things, and it's easy to use most of the time.","Sometimes the site is a little bit unclear, but that's actually never an issue. I don't really have anything to complain about.",,,
6140,eventix,Very easy payment!,Tom W.,Engineer,,Less than 6 months,NO,Capterra,2018-09-24,5,5.0,5.0,5.0,4.0,9.0,,It is very easy to use the eventix payment. I just had to select the required boxes and the rest follows by itself. Very happy with this kind of method!,There was nothing that i didn't like about the payment. Everything went very easy,,,
6141,eventix,Very easy to use and fast!,Mariska T.,HR Advisor,,Less than 6 months,NO,Capterra,2018-07-24,5,5.0,5.0,5.0,4.0,9.0,,The amount of fields to fill in is minimal and you are finished within a minute! I really like this program.,"Maybe add Paypall to methods of payment, but that's more a suggestion than a negative. Other than that i can't of anything else.",,,
6142,eventix,Good and fast experience,Verified Reviewer,HR Advisor,,,NO,Capterra,2018-07-01,4,5.0,4.0,4.0,4.0,7.0,,It was easy and fast to work with. I haven't had any trouble using it and I actually think it is easy to use.,"Personally I don't really like the layout of the website, but beside that personal preference there is nothing I can think of.",,,
6143,eventix,Easy and clear way to buy festival tickets,Floor N.,IT Professional,,Less than 6 months,NO,Capterra,2018-07-16,4,5.0,4.0,4.0,4.0,7.0,,It's all clear how this software must be used. Good user experience. Good software for buying festival tickets.,"Nothing, I was able to buy my ticket without any problems. I used this software just once so I have no other experience yet.",,,
6144,eventix,Easy and fast,Verified Reviewer,IT Professional,,,NO,Capterra,2019-03-28,4,5.0,5.0,4.0,4.0,8.0,,There are not top many forms to fill in thankfully and it's also very fast. Took me less than one minute to buy my ticket,I don't understand why I have to fill in the city where I live. I rather don't want eventix to know this,,,
6145,eventix,Nice!,Verified Reviewer,IT Professional,,,NO,Capterra,2018-12-01,4,5.0,5.0,5.0,5.0,9.0,,That it is very easy in use!I also like the building of the app.,The software was really slow in the beginningz,Mostly I am buying tickets with Eventix. For me it's very trustable and safe. Thank you for that!,,
6146,eventix,SUPER!,Maaike T.,Student,,6-12 months,NO,Capterra,2019-01-10,5,5.0,5.0,5.0,5.0,10.0,,It is so easy to use (also a pro is that it is possible to use this softwere in combination with my bank),-There js nothing I don't like about this softwere,Takes almost no effort to buy tickets,,
6147,eventix,Works fine,Verified Reviewer,Student,,,NO,Capterra,2018-07-09,4,4.0,4.0,4.0,3.0,7.0,,What i like most about this software is that it was easy to pay by Ideal. Also it was easy to directly download the tickets.,what i do like the least about this software is that th exact time and place of te event where missing.,,,
6148,eventix,Review for the Eventix purchasing service,Ivo Z.,Carwash Operator,,,NO,Capterra,2018-08-24,5,5.0,5.0,4.0,5.0,8.0,,The purchase instructions were very clear and It didn't took long at all to buy my tickets. Thats what every ticket-purchasing website needs.,"After I selected iDeal it was a little bit difficult to select a bank, because I first didn't know where the select tab was.",Great website with a good-looking layout and it is very clear and easy to purchase tickets.,,
6149,eventix,Easy to use and very good service,Robin M.,Nurse,,6-12 months,NO,Capterra,2018-10-28,5,5.0,5.0,5.0,5.0,8.0,,"It's easy to use, it Works good and very fast",There is nothing that I didn't like. I couldn't find something that doesn't work,"Eventix is very reliable, good service, high kwality and easy to use.",,
6150,eventix,Good,Nikki S.,Casino worker,,6-12 months,NO,Capterra,2018-08-21,3,3.0,4.0,3.0,5.0,5.0,,It's fast and I like that I can connect the facebookpage.,I needed a random reader to make a payment.,It's ok.,,
6151,eventix,"Good overall experience, would recommend",Daan M.,Product manager,,Less than 6 months,NO,Capterra,2018-08-01,4,4.0,4.0,3.0,5.0,7.0,,"No endless screens, straightforward process with minimal steps. Payment and navigation are really easy",Why is it necessary to fill in gender? Please take it out of the screens because it looks like it serves no goal.,,,
6152,eventix,Buying tickets for a festival,Verified Reviewer,Product manager,,,NO,Capterra,2019-04-24,4,4.0,5.0,3.0,5.0,8.0,,Really like the ease of your of the page. The tickets were structured an the order proces was easy. The multiple ways of payment were a welkom edition.,"nothing to complain about at this time, pages were quick to load and no problem encountered","Good experience, would recommend to use if you organize an event and need to sell tickets use Eventix.",,
6153,eventix,"Easy, fast",Verified Reviewer,Product manager,,,NO,Capterra,2018-07-30,4,5.0,4.0,4.0,5.0,8.0,,The software is easy to use...the software works very fast. The software is a very clear how to use it.,"The software is not that personal, it works fast and easy, but is also very clean (but that can be a pros to!)",,,
6154,eventix,Very easy,Femke S.,Hospitality,,6-12 months,NO,Capterra,2018-12-17,4,5.0,4.0,4.0,3.0,8.0,,It is very easy to use this software. Also i think everything is very clear and works well.,I think nothing is wrong with this software.,I had a great experience using eventix.,,
6155,eventix,Easy to use,Sonja B.,Coach,,Less than 6 months,NO,Capterra,2019-03-17,4,5.0,4.0,4.0,3.0,9.0,,The sofware is very easy to use. It's recommendable for ticket sales.,I have no complaints about the software.,"I have used it several times and I hope more organisations will start using the software, because it is very userfriendly.",,
6156,eventix,Good service,Tim S.,Owner,,6-12 months,NO,Capterra,2018-10-16,5,4.0,4.0,4.0,4.0,9.0,,"It's very easy to purchase tickets, wheter you're on the go or at work.","To be honest, I don't really have cons. I've never had any difficulties when using the tickets n",,,
6157,eventix,Eventix easy shopping,Niels D.,Sales employee,,,NO,Capterra,2019-04-10,4,5.0,4.0,4.0,5.0,9.0,,"Like the title says, its really easy to go through. Also the pages are clear and you are able to scroll through the information quite quick too.",would like to show that i used Eventix as a tool to buy online.,Really happy with the overall service Eventix is providing. Therefore i look at websites who make use of their application against others.,,
6158,eventix,Easy,joyce s.,Retired,,6-12 months,NGC,Capterra,2019-07-19,5,5.0,5.0,4.0,5.0,9.0,,They allow you to pre select tickets in advance for a discounted price once your on their email list.,It was easy to install so i really don't have any problems.,,,
6159,eventix,Easy to use,Gertjan j.,Sales manager,,Less than 6 months,NO,Capterra,2018-09-17,4,5.0,4.0,3.0,5.0,9.0,,The software is really easy to use! Only thing i would change is the design layout,The collers/design of the page. Its really bussy to the eye,Good! No problems and easy to use. I would recommend this to my friends/colleagues,,
6160,eventix,"Easy to use, very clear!",Sem v.,Employee picking,,Less than 6 months,NO,Capterra,2018-09-25,4,5.0,4.0,3.0,4.0,7.0,,Easy to buy tickets. Lay-out is really neat and organised.,"Maybe it's a bit much clicking to the next page, but it didn't bother me at all","Had a good experience, nothing that was unclear to me. Site is fast and works like a charm",,
6161,eventix,Eventix Edwin,Edwin L.,Interim Business Controller,,Less than 6 months,NO,Capterra,2019-01-21,5,5.0,5.0,5.0,5.0,10.0,,Easy to Use and fast confirmation.Auto-filling the needed fields,"All works fine.Didn't face any errors, easy to sign up",Great experience.Doesn't cost a lot of team.No delay in confirmation emailEasy to download the tickets,,
6162,eventix,Robust experience,Verified Reviewer,Interim Business Controller,,,NO,Capterra,2019-01-21,5,5.0,4.0,5.0,5.0,8.0,,Quick response when buying tickets and multiple moments to download tickets.,Support for TicketSwap for reselling tickets and re-issueing would be a great addition,,,
6163,eventix,Amazing ticket software,Jochem v.,Student,,Less than 6 months,NO,Capterra,2019-03-26,5,5.0,5.0,4.0,5.0,10.0,,"The ease of use of Eventix is insane. I thought, let's go to this awesome festival and in less then a minute I was the proud owner of some tickets thanks to Eventix.",I like to use PayPal as payment method mostly. That's what I like the least about Eventix. They charge a small amount of cash if you'd like to pay using PayPal.,I've bought tickets through Eventix several times and I honestly like it so much. In a mum of time I got the tickets. There is no delay and payment goes smoothly. Also the information about the party you're buying tickets for is on point.,,
6164,eventix,MANIFESTO,jelleke C.,owner,,Less than 6 months,NO,Capterra,2018-12-08,5,5.0,5.0,5.0,5.0,10.0,,"very easy to use, understandable, quick and trustworthy (the look & feel)","nothing really, had to wait a bit before i could use it. Maybe the look & feel is too businessy now. could have a nicer design?",,,
6165,eventix,Good service,Maria M.,Illustrator,,Less than 6 months,NO,Capterra,2019-02-06,5,5.0,5.0,5.0,5.0,10.0,,"The payment went very fast, there was no waiting line and everything was very clear.","Design of the website, could be more appealing","I had a good experience with eventix, payment went fast and everything was clear.",,
6166,eventix,Eventix Review,wessel L.,Persoonlijk begeleider,,Less than 6 months,NO,Capterra,2019-01-11,4,5.0,4.0,5.0,4.0,9.0,,"Easy to use website, tickets in a few minutes; site works functional no errors","No errors found, functional no complaints about the software from me","Easy to use, sweet line up for a good price. Happy customer!",,
6167,eventix,EASY GOING,Pascal S.,Customer Service Supervisor,,Less than 6 months,NO,Capterra,2018-11-23,5,5.0,5.0,5.0,4.0,10.0,,"This is an easy going, one click, fast working order system.Very clear.",The payment options are not so clear.It is a small font type there.,Very nice Software. I wish that more online shops use this software.,,
6168,eventix,Excellent service,Maarten V.,Sales,,6-12 months,NO,Capterra,2018-12-29,4,4.0,4.0,4.0,4.0,9.0,,"The software is quick, super easy and just perfect to use.",I use this software now for a couple years and don't really see any faults. Keep up the good work.,,,
6169,eventix,Easy and safe,Tamara B.,Casemanager,,6-12 months,NO,Capterra,2018-09-28,4,4.0,4.0,4.0,4.0,9.0,,"Easy to use and apparently very safe, never had any problems.","None, but if i have to name one, I guess not working perfectly on mobile.","Saving time, security",,
6170,eventix,easy to use,Michel v.,Medic,,,NO,Capterra,2018-08-09,5,4.0,5.0,4.0,4.0,10.0,,eventix gives very clear instructions on how to use the service. also the confirmations were very clear and showed up in my mailbox very fast.,the site does not contain an explanation on why i should fill in personal details such as my age.,i have used the service just a few minutes and achieved my goal without any hassle.,,
6171,eventix,Ease your ticket selling process,Lauri A.,Manager,,,NGC,Capterra,2019-07-18,3,3.0,3.0,4.0,4.0,8.0,,Really does what it promises. Event ticket selling just got a lot easier.,Eventix is just for ticket selling and it has to link to other company infrastructure and that's why Eventix can not be the tool to go on daily basis.,,,
6172,eventix,"Little old fashion, but easy and accurate",Marije B.,Entrepeneur,,Less than 6 months,NO,Capterra,2019-01-29,4,4.0,4.0,4.0,4.0,7.0,,"This went Bert quick and easy, even filling in with Facebook","The look/interface doesnt correspondent with the event, nor fancy on its own... not nessesary of course, but missed chance",,,
6173,eventix,Easy to use!,Shanice H.,Floor manager,,Less than 6 months,NO,Capterra,2018-12-12,4,5.0,4.0,4.0,3.0,7.0,,It's easy to use and everything can be found easily,It's not very different from other ticket sales software,"I was able to order tickets within one or two minutes, Eventix is very easy to use as a customer!",,
6174,eventix,Amazing site!,Roy N.,Stagair,,Less than 6 months,NO,Capterra,2019-02-14,5,5.0,5.0,4.0,5.0,9.0,,It was easy to use. And the price was very kind!,I like the least about this software the advertisements,My overall experience with eventix is very good,,
6175,eventix,Good service,Melissa B.,Casemanager,,6-12 months,NO,Capterra,2019-04-16,5,5.0,4.0,3.0,3.0,8.0,,It is easy and fast to use. Clear what you have to do.,"Now the tickets download in internet explorer, it is better if it will be a pdf file.",,,
6176,eventix,Easy,Eva V.,Nurse,,Less than 6 months,NO,Capterra,2018-10-24,4,4.0,4.0,3.0,3.0,10.0,,It is really easy to use your website. Thats really good.,Because of the colors somethimes you can not read text very well,Fine. Really easy to use.,,
6177,eventix,How easy to use Eventix,Wilma H.,Owner,,Less than 6 months,NO,Capterra,2019-01-30,5,5.0,5.0,5.0,5.0,10.0,,I liked everything about this software. It is simple and quick in use!,There was nothing I didn't like about the software,With just some clicks I had my ticket in my pocket! Great software tool!,,
