title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
Good ticketing system,Vicente G.,Sales Manager,"Entertainment, 11-50 employees",Used the software for: 6-12 months,NGC,Source: Capterra,"Jan 24, 2019",5,5,5,5,5,9.0,,"Pros: The professionalism of the system, the ease with which you can create an event, the speed with which processes the purchase and design",Cons: The mobile version does not display the seat map but automatically assigns it.,,
Best Event Creation Site Out There,Amanda S.,Director of Operations,"Sports, 1-10 employees",Used the software for: Less than 6 months,NGC,Source: Capterra,"Nov 20, 2018",5,5,5,5,5,10.0,,"Pros: I love how easy it is to use Eventbrite. You can quickly make tickets, track sales, update event and attendee information as needed. Plus, there is so many useful articles in the help center- it really can't be beat.","Cons: I haven't found anything I dislike about the software, the only thing that comes close is that it took me a while to figure out how to actually contact customer support for help with an issue I couldn't find an article on.","Overall: This has made our registration process super easy. Plus, we are now able to offer tickets with payment plans- something we couldn't offer before Eventbrite.",
Love this,Tonya L.,Care Coordinator,"Health, Wellness and Fitness, 501-1000 employees",Used the software for: 6-12 months,NGC,Source: Capterra,"Jan 16, 2019",5,5,5,5,5,10.0,,Pros: I love eventbrite!!! I've purchased tickets from here before and it was great. No hassle and straight to the point. I'm happy they even promote local events!!,Cons: There is nothing to dislike about this software.,,
EventBrite Ease,Donna W.,Ad. Min. Asst.,"Non-Profit Organization Management, 1-10 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Jul 25, 2019",5,5,5,5,5,10.0,,Pros: It is so easy for people to simply log into it and let us know they will be attending our event.,"Cons: Not the software, but, sometimes the user. Some people added their info. to our event and then did not show.",Overall: This helped us to really be able to plan for a general number of people that would be attending our event.,
Simple and Effective,Cameron J.,Product Manager,"Telecommunications, 10,001+ employees",Used the software for: 1-2 years,NGC,Source: Software Advice,"Mar 12, 2017",5,5,4,5,5,9.0,"Comments: If you're running a free event it's a must-use. Lots of ability to set up events with all sorts of configurations and easy for your participants to find, register and manage via the apps & online. The only thing that's missing (last time I used it) is the ability to set up templates for events and quickly run them again (you can copy an event but you have to reconfigure date & times & locations which are on different screens).",Pros: Easy to use Free for free events Lots of options Mobile app for participants,Cons: Difficult to run events that reoccur but irregularly.,,
EventBrite Allows Us to Track Conference Registrations Easily,Verified Reviewer,Product Manager,"Management Consulting, 11-50 employees",Source: Capterra,NGC,Source: Software Advice,"Jun 12, 2019",4,5,4,5,5,9.0,,Pros: It was easy to install and setting up events is very easy. Applicants reported no problems registering and reminders were sent in a timely manner.,Cons: It is not the most professional looking site. They also tend to send a lot of promotional e-mail.,,
Simple and trusted,Vicki E.,PR Account Manager,"Public Relations and Communications, 11-50 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Jan 08, 2019",5,5,5,5,5,10.0,,"Pros: Eventbrite has a trusted reputation, making it easy to sell tickets online - have found this to be a problem using other ticket vendors, especially on social media.","Cons: I have never personally had a problem, but I understand it can be difficult to issue refunds if an event is cancelled.",,
Eventbrite Review,Kitan L.,Customer Experience Assistant,"Computer Software, Self-employed",Used the software for: 6-12 months,NGC,Source: Capterra,"Aug 15, 2018",4,5,4,5,5,8.0,,"Pros: Easy to use event scheduler. This allows you to create events, put in your ticket price and then you share the link provided to have people sign up for your event. Really easy to use software that gets the job done, it notifies the creator when people sign up and lets you keep track of how many people do. I also like that, if you don't have anything to do you can literally just search your area for event happening around you and choose from the great list of things to do.",Cons: Honestly couldn't find anything I did not like about the software,,
Great ticket sales plattform,Angela S.,Church Admin,"Religious Institutions, 1-10 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Dec 06, 2018",5,5,4,5,5,9.0,,Pros: Eventbrite is easy to set-up and manage. You can customize your checkout page with your some of your own info which is nice. Pay out is fairly quick. It's also great to be able to print out a list/spreadsheet of all your sales with names.,Cons: The fees. It's standard that any kind of credit card processing is gonna come with fees though.,Overall: I've used it professionally for our non-profit organization events. I've used it personally as well. Very convenient,
High Quality yet Simple Event Hosting Software,Tony C.,PLM Admin,"Information Technology and Services, 1001-5000 employees",Used the software for: 6-12 months,NGC,Source: Software Advice,"Jul 10, 2018",5,5,5,5,5,9.0,Comments: All around a great product at a good value.,"Pros: Eventbright is a very powerful system that is fairly simple to use. Creating an event page, promoting the event, tracking ticket sales, collecting data about your guests, and checking in guests/accepting tickets are all reasonably intuitive. Eventbright will integrate smoothly with outside marketing platforms.","Cons: Guests for an event can be looked up, but you can't print a report of their registration. Offering paid ticketing costs 10% of the ticket price, which seems expensive, but is still worth it for the convenience.",,
"Eventbrite always has great event finds, and great for sharing events!",Joseph P.,Director Of Search Marketing,"Marketing and Advertising, 11-50 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Oct 22, 2018",5,5,5,5,5,10.0,,Pros: A simple to use web application which allows you to advertise your event. Also has benefits that event write listings may show up on Google Searches.,"Cons: Interface can be buggy at times, determine what category to place it under can be vague.",Overall: Eventbrite is a great platform. Private or public events.,
The best ticketing and event management tool I've used,Verified Reviewer,Director Of Search Marketing,"Higher Education, 1001-5000 employees",Source: Capterra,NGC,Source: Capterra,"Jun 14, 2019",5,5,5,5,4,9.0,,"Pros: Eventbrite really is the bog standard for ticketing and events. It's very flexible and you can customize things like early access, waiting lists, referrals, etc. without having to read through a 1000 page manual. The uptime has been fantastic and we've never encountered a crash due to servers being overloaded. The newly designed mobile app is a big improvement and participants can exchange contact details, upload slides and documents, and register for sessions at the event (conference style).",Cons: A bit pricey compared to competitors but in my opinion Eventbrite is worth the costs as the functionality simply can't be beat in other companies' products.,Overall: We use Eventbrite for ticketing of academic conferences and managing registrations for these events.,
Eventbrite Review,Christian N.,Owner / Instructor,"Health, Wellness and Fitness, Self-employed",Review is based on a free trial,NGC,Source: Capterra,"Sep 29, 2018",5,5,5,5,5,9.0,,"Pros: As an attendee of a seminar that utilized Eventbrite for it's attendance management, I had a very good experience with Eventbrite. It's integration of payment, documentation, and followup communication made attending the seminar very easy and streamlined. Additionally, it's website collected and displayed aggregate information on like-events and other ongoing events, making expanding my knowledge of additional or similar events.",Cons: There really were no cons I experienced as a user of the software to make a payment for tickets and also to receive information about the event I was attending.,"Overall: Overall, if you are an event organizer, I can vouch for the ease-of use and streamlined integration of ticket purchasing and documentation management made possible by Eventbrite.",
An easy way to manage your tickets,Dealdiane D.,Mr,"Computer Software, 1-10 employees",Used the software for: 2+ years,NGC,Source: Software Advice,"May 13, 2018",5,5,4,5,5,8.0,,"Pros: I have used this many times as an alternative to a real paper ticket. Super handy, and saves you the trouble of either having your ticket printed or posted to you.",Cons: I have not used it to send invites (i.e. as an admin) so I guess I'm pretty one-sided but I have not found any faults so far,,
Eventbrite is brite,Samantha D.,Administrative assistant,"Civil Engineering, 11-50 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Oct 09, 2016",5,5,5,5,5,10.0,,Pros: Its efficient and easy to use. Allows others to promote and sell tickets to their events. Low fees.,Cons: Never had any issues with this software.,"Overall: I have purchased many tickets through eventbrite. Many of those tickets I have purchased were EDM events. I enjoy the fact that their fees are not ridiculous like Ticketmaster or live nation. Also, eventbrite is very easy to use. I have never had any difficulties with using the site nor has it ever crashed or given me errors. I really embrace their style of letting other individuals sell tickets on their site. With Ticketmaster or live nation its usually huge arenas or venues. Event brite gives other the opportunity to host their own events and sell tickets on their site. Eventbrite is brite!",Recommendations to other buyers: No advice is needed.
Best way to promote an event!,Marita K.,dog breeder,"Farming, 1-10 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Nov 19, 2018",5,5,4,5,5,10.0,,"Pros: The platform has a modern and beautiful design, you can create and share an event in few minutes. Moreover you can also find very interesting events around you or in any city you like, it is also a way to enlarge your activity horizons.","Cons: There is nothing that I dislike or I would change about this platform, but maybe a filter to find out which events are free and which are not would be great.",,
Eventbrite makes it easy!,Verified Reviewer,dog breeder,"Non-Profit Organization Management, 11-50 employees",Source: Capterra,NGC,Source: Capterra,"Oct 29, 2018",4,5,4,5,5,9.0,,Pros: Eventbrite is a very user-friendly way to register for an event!,Cons: The only thing I would add would be a way to add photos to the event. (This may be a feature I simply haven't discovered yet),"Overall: Eventbrite makes it easy to register for upcoming events, add them to your calendar and share that you're going to attend.",
Beyond amazing event registration platform!,Verified Reviewer,dog breeder,Events Services,Source: Capterra,NGC,Source: Capterra,"Dec 05, 2017",5,5,5,5,5,9.0,,Pros: Amazing and user-friendly platform for customizable event registration. This is my favorite of all registration platforms. Try it. You will 100% love it!,Cons: They charge a fee. You can decide if you or buyer will cover it. I wish the fee was less than it is.,,
Awesome for my Small Business,Rebekah S.,Owner,"Events Services, Self-employed",Used the software for: 1-2 years,NGC,Source: Capterra,"Dec 20, 2018",5,5,4,5,5,10.0,,"Pros: Minimal fees

Easy to use

Very customizable",Cons: I couldn't find a way to 'copy' or 'repeat' a past event without having to just start from scratch.,"Overall: The software is so easy to use and very practical for selling workshop tickets for my small business. I loved being able to quickly create and custom event with all the necessary information for attendees to purchase their tickets in advance. For me, it's worthwhile to pay a bit extra and have multiple types of tickets for my workshop.

Give it a try. I think you'll love it too.",
One of the best ways to promote your events online.,Todd L.,"Director, Small Business Center",Higher Education,Used the software for: 2+ years,NGC,Source: Capterra,"Jul 09, 2018",5,4,4,5,5,9.0,,"Pros: At the freemium level, this is a fantastic way to share your free events. The cost is fairly effective if you have to pay to use it.","Cons: Some of the app integration doesn't always work the the best way it can. However, Facebook events share does.",,
Great tool for event management and RSVP,Verified Reviewer,"Director, Small Business Center","Apparel & Fashion, 1001-5000 employees",Source: Capterra,NGC,Source: Capterra,"Sep 16, 2018",4,4,5,4,4,8.0,,Pros: Eventbrite provides a great tool in which hosting or signing up for events is very straigtforward and provides accurate data of everyone that is attending those events. The ability to print out tickets also provides a valid proof to ensure that only authorized and invited personnel are able to attend.,Cons: The algorithm that it uses in order to match events based on your past profile can be improved a little bit as there are a lot of occasions where I have found that the matches are not accurate based on your search and past history,Overall: Positive experience,
Makes it easy for event sign-ups,Sarah E.,Owner,1-10 employees,Used the software for: 2+ years,NGC,Source: Software Advice,"Dec 13, 2018",4,3,4,4,5,8.0,Comments: It works,Pros: I have used this for fun run sign-ups and for the sale of high-school musical tickets. It is very easy to navigate for the administrator and the person signing up.,Cons: It is very generic and you will have ads on the screen. There is a service fee added on to each purchase.,,
Really nice event management and promotion,Raewyn T.,Manager,"Marketing and Advertising, 1-10 employees",Used the software for: 2+ years,NGC,Source: Software Advice,"Jun 15, 2018",5,5,5,4,5,10.0,,"Pros: Eventbrite is one of the best tools out there for event management, it's got all the features you need to organise and easily promote your event to others.",Cons: Don't have any cons really it's easy to use and has all the features I need. I haven't looked into many other tools to compare.,,
Great for events,Lindy R.,CEO,"Executive Office, 1-10 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Nov 20, 2018",5,5,5,5,5,10.0,,Pros: I find Eventbright extremely easy to use and love that it gets events out and advertised. Easy to link to and looks professional. I recommend this to anyone hosting an event.,Cons: I honestly can't think of what I disliked except maybe how much they charge for the use of the site.,,
Review on Eventbrite,Verified Reviewer,CEO,"Information Technology and Services, 51-200 employees",Source: Capterra,NGC,Source: Capterra,"Apr 03, 2019",4,4,4,4,4,9.0,,Pros: Its a very good tool to manage your events. The best part is its Mobile app which helps at event to get the attendance and automated reminders are just wow.,Cons: need to create more awareness about this tool in the market.,"Overall: Very good experience always. Very good mobile app, very good features.",
Event Landing Pages,valerie b.,Events Coordinator,"Computer Software, 501-1000 employees",,NGC,Source: Capterra,"Oct 05, 2016",4,4,4,1,3,7.0,,Pros: It's very easy to use and edit.,Cons: Basically no customer support. There was a customer support line to call that just defered me back to the website.,"Overall: I am an events coordinator who has used this software for several events. While I find the software to be easier than most to use, I find the customer support to be severely lacking.",Recommendations to other buyers: Please have more attentive customer support.
Eventbrite is clean and efficient!,Bryant M.,Marketing Specialst,"Philanthropy, 51-200 employees",Used the software for: 2+ years,NGC,Source: Software Advice,"Mar 12, 2017",5,5,5,5,5,10.0,Comments: I use this software all of the time and am a huge fan.,Pros: It makes your event registry simple and visually appealing. I love how clean the design is an how there is great organization in the back end.,"Cons: None. I really like Eventbrite. If anything, I would like to see it a little more efficient for 'free' events.",,
Eventbrite for the money,Verified Reviewer,Marketing Specialst,"Political Organization, Self-employed",Source: Capterra,NGC,Source: Software Advice,"Dec 17, 2018",5,5,5,4,3,7.0,,"Pros: The software is easy to use. Events, email lists and blasts are easy to set up.","Cons: The software is fine, but the cost to use is too high, specially for non for profits.",Overall: We use Eventbrite because we do not have other options at the moment. But we are evaluating less expensive options for our members to use.,
Very easy to find & browse events!,Katharina S.,"Field Technician, Center for Environmental Biology","Higher Education, 10,001+ employees",Used the software for: 1-2 years,NGC,Source: GetApp,"Dec 30, 2018",5,5,5,4,3,10.0,,"Pros: My university uses Eventbrite to host and manage our arts/theater events, which is how I was first exposed to the service as an attendee. I find their website layout very pleasantly simple and enjoyable to use. Afterwards, I was pleasantly surprised by their ""rally"" recommended event emails (the rare company that sends genuinely interesting emails). I love being able to browse events nearby by category or mood!","Cons: (This may be a feature I'm not aware of or that my university perhaps did not utilize, but) while attempting to register for some of my university events, I missed the brief window where tickets became available and was not able to attend because they were sold out. I wish you could sign up for email or text alerts.",,
Keeping track of events is easier,Ramya P.,Research Fellow,"Research, 51-200 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Apr 23, 2019",4,4,3,4,3,8.0,,"Pros: The app allows for download of tickets/ QR code/ Bar code making it easy to pull up tickets at venue. Also allows syncing with Apple Wallet.

Ability to add events to Apple calendar to track them.",Cons: Does not allow ability to customize reminder emails before an event.,Overall: The app is being used by many academic and non-academic bodies to organize events and enable people to register. It is the new RSVP form and ticketing app.,
Best Event Managing Platform,Verified Reviewer,Research Fellow,"Human Resources, 11-50 employees",Source: Capterra,NGC,Source: Capterra,"Nov 20, 2018",5,5,4,5,4,9.0,,"Pros: Outside of Facebook, there aren't a ton of options for event management and curation; that's where Eventbrite fills in that gap. I've used it for both personal and work purposes and Eventbrite is super easy to use and my favorite part is being able to roll-forward events and duplicate listings for re-occuring events.","Cons: The basics are free, which is great, but it does cost money to add different types of tickets and in some situations quantity limits for those tickets. Instead of a fee by ticket sale, it would be nice to have a subscription based payment model as an option.",,
Great software for promoting and supporting events and meetings,James S.,CFO,"Hospitality, 1001-5000 employees",Used the software for: 2+ years,NGC,Source: Software Advice,"May 07, 2019",5,4,5,5,5,10.0,"Comments: Great, we can promote meetings, ensure signups and payments and market events just as we need to.","Pros: Easy to use, intuitive interface, has rapidly become the standard for tech events and meeting planning.","Cons: Nothing negative to say about it, very easy to use.",,
Eventbrite makes it easy,Verified Reviewer,CFO,"Education Management, 1-10 employees",Source: Capterra,NGC,Source: Software Advice,"Dec 05, 2018",5,5,5,5,5,8.0,,"Pros: Eventbrite is great because it helps keep track of RSVPs in an orderly way, and is super easy to setup and use. The integration/sharing of the software with other platforms (like FB is great too).",Cons: I'm not there is anything in particular that sticks out at this time..,,
Great tool for organizing and attending business or tech events,Silviu O.,General Manager,"Computer Software, 1-10 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Jun 21, 2019",5,5,5,4,4,10.0,,Pros: Eventbrite has great exposure to the tech ecosystem. Lots of events are being posted through Eventbrite hence lots of choices for attendees and event organizers. Their registering system is seamless. Creating an event is also extremely easy.,"Cons: Although free for free events, pricing can be a bit high for low priced tickets, hence you need to consider price when setting the overall price of the ticket.

The main page when searching for events on the web does not contain the filter option. You need to perform another action in order to get to filters.","Overall: A great product, no major problems.",
Eventbrite - Ease of Access,Catherine O.,Administrative Assistant,"Mental Health Care, 51-200 employees",Used the software for: 2+ years,NO,Source: Capterra,"Dec 21, 2018",4,4,5,5,5,8.0,,"Pros: Eventbrite is a great way to get a survey of local concerts, social events, and other various occasions in your area. I enjoy using this site because it brings all of the information into one webpage so that you do not have to consult multiple websites before making a decision. It offers fast AND accurate information.","Cons: Occasionally the site will list that events that turn out to be sold out when you try to check out and purchase the ticket. In addition, price changes are very frequent on this site. Be aware that prices may change even after you put an item in your cart.",,
Great website,Savanna G.,Marketing Assistant,"Marketing and Advertising, Self-employed",Used the software for: 2+ years,NGC,Source: Capterra,"Oct 29, 2018",5,5,5,5,5,10.0,,Pros: Eventbrite is so easy to look through and find things that are happening in your area. It is also so easy to post and event for the community to see.,Cons: No cons Eventbrite is a great resource so get people together in a community.,,
Great program for events and concerts.,Verified Reviewer,Marketing Assistant,"Food & Beverages, 201-500 employees",Source: Capterra,NGC,Source: Capterra,"Jul 02, 2018",5,4,4,5,5,10.0,,Pros: This program is great for posting and attending events throughout the country. Allows for payment and ticketing on any device.,Cons: The interface and search functions can sometimes not show all events nearby and requires some manual searches to get to the right items sometimes.,,
Easy way to get tickets or plan event,Anthony G.,Designer / Graphics,"Graphic Design, 51-200 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Sep 25, 2018",5,5,5,5,5,10.0,,Pros: It's pretty straightforward whether you are just looking to get tickets to an event or get admission handled for your own event. Takes the guess work out of one part of your planning. Also don't feel ripped off like I do when I have to go through Ticketmaster with all of the fees added on there.,Cons: Thing I like least is that it isn't popular enough for the big events. Doesn't yet compete with Ticketmaster whom I hate.,,
Great way to search for events!,Lynn G.,HR Coordinator,"Computer Software, 51-200 employees",Used the software for: 6-12 months,NGC,Source: Software Advice,"Dec 06, 2018",5,5,5,5,5,9.0,,"Pros: I just moved to a new city, and Eventbrite is a great tool to search for events happening in Detroit and the surrounding area. I use it to look for cultural events, and I also use it for work to see what tech events are coming up. Additionally, I like that they send me emails based on what I have currently searched or have attended. This helps me to know what is coming up on the calendar.","Cons: It's UX and UI design is a little basic, and not the most pleasing to the eye. This is not a huge deal at all, but it's something Eventbrite could work on for the future.",,
Great event planning software,Pieter H.,Owner,"Arts and Crafts, Self-employed",Used the software for: 6-12 months,NGC,Source: Capterra,"Jul 18, 2019",4,3,5,5,5,8.0,,"Pros: This software is useful for any event application. Easy to use and very intuituve. Extremely scaleable: you can plan out a personal event for free, or creat events for largd scale opperations. The software includes ticketing options as well, so it can be the single program you use to reach your audience , ticket them, and collect market demographics from your participants.","Cons: Can get confusing with large scale operations, and while the ticketing software is useful, it is not the most glamorous; other operatios devoted completely to ticketing can be more effective.",,
It can get the job done in most cases,Peter B.,Artist,"Fine Art, Self-employed",Used the software for: Less than 6 months,NGC,Source: Capterra,"Nov 28, 2018",4,3,3,3,4,7.0,,Pros: When starting off with simple events eventbrite is wonderful. If you don't have the technical know how to build your own registration website and database eventbrite is a great solution. Their infrastructure has allowed our events (both free and paid) to function quite well. Integration with mail chimp was also very useful,"Cons: The one size fits all approach that they have works for the most part, however when organizing an event with several tracks and different components and registration options it became quite cumbersome to set up and manage, and one envisioned portion of the event needed to be slightly changed as we could not figure out how to make registration for that component work (we ended up taking registrations in person at the event for that portion so it all worked out). I also feel that Their customer service could be more responsive","Overall: It was definitely an asset to the organization of the event, despite the small bumps in the road",
"Simple, clear, and easy to understand",Jennifer T.,Director of Operations,"Transportation/Trucking/Railroad, 51-200 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Nov 13, 2018",5,5,5,3,4,10.0,,"Pros: I have used this a few times when scheduling meetings and classes for work. I have never had any issues with it, and i get my notifications instantly. It seems extremely easy and I like it.",Cons: Nothing. It seems to be fantastic. I have yet to find a flaw with it.,,
Great for events - from grassroots to professional,Verified Reviewer,Director of Operations,"Government Administration, 1001-5000 employees",Source: Capterra,NGC,Source: Capterra,"Jul 03, 2018",5,5,5,3,4,10.0,,"Pros: Very easy to incorporate everything you need about your event into one shareable link. Easy to include photos and link a location to the map. The interface is nice and simple. Very trusted platform, so users are not typically turned off by entering their info into this system.",Cons: I have had difficulty with the payment feature. Refunding ticket sales is difficult. Not being able to receive payment until after the event ends is also limiting. You are limited to eventbrite's branding and it is difficult to change the layout to reflect your own company colors/marketing scheme.,,
Very Simple from a User Perspective,Verified Reviewer,Director of Operations,"Higher Education, 1001-5000 employees",Source: GetApp,NGC,Source: Capterra,"Jan 08, 2019",5,5,5,3,4,9.0,,"Pros: Receiving and responding to events is super simple, for all levels of technological literacy. The events we respond to usually have well over 100 attendees and the response rates seem much higher than a traditional email RSVP.","Cons: Emails can get lost in the shuffle, having the ability to invite through alternate means (i.e. through Slack or other IM services) could be useful for departments that utilize those services.",,
Makes event planning easy.,Verified Reviewer,Director of Operations,"Financial Services, 1001-5000 employees",Source: Capterra,NGC,Source: Capterra,"Jun 21, 2018",4,4,4,4,4,10.0,,Pros: Planning and setting up events are easy using Eventbrite. It's easy to send the invite to multiple parties with ease.,"Cons: I've only used the software if I'm planning an event, which is a few times a year. I can honestly say I don't have anything negative feedback to provide.",,
Review Eventbrite,Verified Reviewer,Director of Operations,"Program Development, Self-employed",Source: Capterra,NO,Source: Capterra,"Apr 10, 2019",4,5,4,4,4,10.0,,"Pros: The feature that was by far the most useful on Eventbrite was the capability of segmenting the target audience, I had participants and sponsors to accommodate with tickets and payments. It was extremely easy to keep track of all the orders and create promotional codes.",Cons: I would say the least user-friendly feature I found in Eventbrite was that it wasn't that easy to collaborate with the rest of the team. I had given them access but it was not very intuitive as to how to work together.,"Overall: The best feature outweighed the least favorable feature, it made my life easy when managing the event.",
Know who's coming (and not),Suzette R.,Administrator,"Education Management, 11-50 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Jul 01, 2019",5,4,4,5,4,10.0,,"Pros: Great way to keep track (especially when space/seating is limited), knowing who is RSVP to events and so forth.",Cons: I personally haven't found any draw back with this system,"Overall: We have only used Eventbrite and no other system - its super easy to set up, keep track and so forth...no switching here!",
Poor customer service during actual events,Jessica H.,Festival Director,"Entertainment, 1-10 employees",Used the software for: 2+ years,NO,Source: Software Advice,"Apr 25, 2019",3,3,2,1,1,3.0,Comments: We have closed our account after using them for sub par services for a few years. We are growing and its time to move on.,"Pros: We enjoyed using this platform because they do allow photo and video integration. They roped us in the first year we worked with them by assigning us a an actual representative, but that quickly changed.",Cons: It feels choppy because each event has to stand alone. They don't necessarily link together as one large event if you are trying to build out separate events for each day or time. Horrible customer service over time. We finally started to pay for their equipment and they didn't answer their phones or emails during our event at all. They also sent equipment that is not compatible by most standards to modern day technology or building codes. They did not seem to care about the aftermath of losing money for our event.,,
Love it,Verified Reviewer,Festival Director,"Higher Education, 1-10 employees",Source: Capterra,NGC,Source: Software Advice,"Apr 13, 2019",5,5,5,1,1,9.0,,"Pros: I like the ease of use and the fact that it connects to my mobile phone and work calendars, so I always know that events I've signed up for","Cons: No complaints! They do send a lot of marketing emails, but it's easy to unsubscribe",,
Must have for anyone who wants to make managing events easier.,Tony S.,Clinic Manager,"Health, Wellness and Fitness, 1-10 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Jun 26, 2018",4,4,4,4,5,9.0,,Pros: Very user-friendly. As a smaller company not a lot of time and effort is needed to make things look professionally done. Customizing things like the landing page gives you more ownership.,"Cons: Wish we could get more information that our company wants when they register for an event. The only other down fall is getting people of the hurtle of getting to the site and getting registered, if Eventbrite could only come up with a magical solution to make that easier.",Overall: Overall for easy to learn and setup. Makes your events look very professional. Give this software no hesitation and get started with it today.,
Talk about Easy,Verified Reviewer,Clinic Manager,Hospital & Health Care,Source: Capterra,NGC,Source: Capterra,"Jul 24, 2018",4,5,4,4,5,8.0,,"Pros: Easy to use. Can go back and see what you have registered for in the past, check dates, and easily bring up on your phone or print out your ticket","Cons: If you used different emails to register, you can not combine the 2 emails into one account. They must stay separate.",,
I breathe a sigh of relief when I see an event organiser has used Eventbrite,Sarah C.,The Ideas Girl,"Marketing and Advertising, Self-employed",Used the software for: 2+ years,NGC,Source: Capterra,"Oct 03, 2018",5,5,5,5,5,9.0,,Pros: I save so much time when event organisers use Eventbrite. It's a relief just to login and not have to compete all my details every time I book in to attend something. The dashboard and email follow ups are handy too.,Cons: I really can't think of anything at all!,,
I used both in business and personal life,Sandra A.,Processor,"Retail, 11-50 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Jan 23, 2019",4,5,5,5,5,10.0,,"Pros: You can create, promote and send off invitations to hundreds of people with one simple click. If your event is free they do not charge for the service-which is also a major plus! They have a lot of wonderful templates that you can use to add a little flair to your flyer","Cons: As mentioned in my title, I used this for both business and personal and lets just say a lot of business professionals were invited to my a baby shower. I was able to rescind the invitations but took a little bit of time separating my business and personal contact. I would recommend creating to accounts so it separates your contacts.","Overall: Evenbrite helped create and mail off flyer for an event my company was having, best part about it, since the event was free, we did not have to pay for it.",
Event Planning made easy,Rozario S.,Lead Technician,"Pharmaceuticals, 1-10 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Jul 29, 2019",5,5,5,5,5,10.0,,Pros: quick and efficient event planning especially for someone who is on the go and doesn't have the time to make and send out invitations,Cons: There is not much to not like about this service. unless you are not tech Savy or are catering to people who are not tech savy,,
Great tool as an event attendee or host,Verified Reviewer,Lead Technician,"Entertainment, 1-10 employees",Source: Capterra,NGC,Source: Capterra,"Jan 11, 2019",5,5,4,5,5,8.0,,"Pros: The user-facing website and app offers a great user experience, making it a good choice for hosting an event through Eventbrite.

It's great to be able to set up a free event if you have no entry fee.",Cons: It'd be nice to have a lower price option for events with a lower cost of entry.,Overall: Eventbrite has been the choice of service chosen between colleges for hosting (and attending) game development industry events. It simply works and is great to use.,
Easy Way For Our Team To Promote Events,Verified Reviewer,Lead Technician,"Automotive, 501-1000 employees",Source: GetApp,NGC,Source: Capterra,"Aug 10, 2018",5,5,5,3,5,9.0,,Pros: - Basically creates a landing page for us without having to communicate (and pay) for our web development team to make one - Visually appealing - Pushes onto a strong event searching pool - Built-in analytics dashboard very useful for quick insights on event campaigns,"Cons: - Landing pages it creates is fairly generic (looks like any other Eventbrite landing page) - Revenue payment is delayed for us until post-event, leaving us a bit stranded at times for cash - Customization of page difficult without extensive coding knowledge",,
A customized event planning platform,Manish T.,Project Manager,"Information Technology and Services, 10,001+ employees",Used the software for: 2+ years,NGC,Source: Software Advice,"Jan 24, 2019",4,4,4,4,4,8.0,,Pros: mobile friendly Customized as per user requirements great collaboration with google maps and social accounts,Cons: Site crashes multiple times because of load non responsive customer service issues with refund of the tickets,,
Useful for limited invite events,Verified Reviewer,Project Manager,"Higher Education, 1-10 employees",Source: Capterra,NGC,Source: Software Advice,"Feb 19, 2019",4,5,5,4,4,7.0,,Pros: My school uses this for events where the attendance is limited. This is a great way to get RSVPs that can be rescinded and given to others if the original person is unable to attend. Email reminders are a great feature.,Cons: The sign up generally signs me up for marketing emails which can be annoying. It's hard to tell if I am unsubscribing from the marketing emails or all communications such as my reminders.,,
Great app!,Brian A.,QA Engineer,"Computer Software, 201-500 employees",Used the software for: 2+ years,NGC,Source: Software Advice,"Mar 13, 2017",5,5,5,4,5,10.0,,"Pros: This app is great, mobile and web both. I have not created any events but I have RSVPed to a number of events. It is also great way to find things to do.",Cons: I honestly I cannot think of any negatives. I have never had issues with RSVPing or getting to an event that takes eventbrite.,,
Excellent App for Keeping track of whats going around you,Khurram M.,Graduate Student Intern,"Higher Education, Self-employed",Used the software for: 1-2 years,NGC,Source: Capterra,"Nov 20, 2018",5,5,5,4,5,10.0,,"Pros: This app/software allows staying connected with the world. I've used it to book formal events, events related to the university, cultural events and many more.",Cons: The is very less to dislike about this app/software.,,
Easy to Use for Anyone,Nathan S.,Assistant Professor,"Education Management, 51-200 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Jul 20, 2019",5,5,5,4,5,9.0,,"Pros: I've mainly used this product to sign up for events, and everytime I do, it works smoothly.",Cons: The only questions I've had with this product have come from the lack of clarity of information from those who set up events-----the product itself is clean and clear.,,
